交易日,合约代码,交易所代码,合约在交易所的代码,最新价,上次结算价,昨收盘价,昨持仓量,今开盘价,最高价,最低价,数量,成交金额,持仓量,今收盘价,本次结算价,涨停板价,跌停板价,昨虚实度,今虚实度,最后修改时间,最后修改毫秒,申买价一,申买量一,申卖价一,申卖量一,当日均价,业务日期
20210127,cu2103,,,58760.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,78494,23092824350.0,121936.0,1.7976931348623157e+308,1.7976931348623157e+308,62330.0,55280.0,0.0,1.7976931348623157e+308,11:29:59,500,58760.0,1,58770.0,8,294198.59288608044,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:00:00,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:29:29,0,58720.0,12,58740.0,1,294111.0149924089,20210127
20210127,cu2103,,,58720.0,58810.0,58470.0,122937.0,58760.0,59140.0,58570.0,94848,27895841550.0,122378.0,58720.0,58820.0,62330.0,55280.0,0.0,1.7976931348623157e+308,15:29:29,0,58720.0,12,58740.0,1,294111.0149924089,20210127
